OBJECTID,INDEX_NUM,OBSERVER,SPECIES,SCIENTIFIC,TOWN,ROAD_INTER,SPECIFIC_L,COMMENTS,N_GPS_COOR,W_GPS_COOR,LAND_COVER,LAND_COV2,PROXIMITY_,LIVE_SIGHT,ROADKILL,OTHER,COUNTY_G,PLOTBY_X,PLOTBY_Y,DATE_,HOUR,LAT,LONG
97,97,EAH,Virginia opossum,Didelphis virginiana,Lewisboro,Rt 684,"I-684 near Golden's Bridge exit, northbound side",Point taken ~100 ft south of sighting,41 16 43.6,73 40 54.7,SNH,,n/a,0,1,0,Westchester,610387.0801,4570545.013,6/8/2000,635,41.2788,-73.6819
98,98,EAH,Common raccoon,Procyon lotor,North Salem,Rt 684,I-684 st exit 8 for Croton Falls,,41 20 39.4,73 39 13.4,SNH,,n/a,0,1,0,Westchester,612635.9858,4577853.025,6/8/2000,650,41.3443,-73.6537
99,99,EAH,Eastern gray squirrel,Sciurus carolinensis,Southeast,Rt 22,Rt 22 in Southeast,,41 22 10.1,73 38 17.4,"Residential, SNH",gas line right of way,n/a,0,1,0,Putnam,613888.854,4580670.989,6/8/2000,700,41.3695,-73.6382
100,100,EAH,Virginia opossum,Didelphis virginiana,Southeast,Rt 22,Rt 22 in Southeast,,41 22 10.1,73 38 17.4,"Residential, SNH",gas line right of way,n/a,0,1,0,Putnam,613888.854,4580670.989,6/8/2000,700,41.3695,-73.6382
101,101,EAH,Common raccoon,Procyon lotor,North Salem,Rt 22,Rt 22 at I-684 in Croton Falls,,41 20 31.1,73 39 22.2,"SNH, shrubby",,n/a,0,1,0,Westchester,612430.7791,4577594.435,6/8/2000,710,41.342,-73.6562
102,102,EAH,Virginia opossum,Didelphis virginiana,Bedford,Rt 121,"Rt 121, south of Ward Pound, .2 mi north of Rt 137",,41 13 38.4,73 36 52.5,Residential,"Decid Forest:Rmaple, SNH, oak",n/a,0,1,0,Westchester,616114.5783,4564915.294,6/8/2000,545,41.2273,-73.6146
103,103,EAH,Eastern gray squirrel,Sciurus carolinensis,Guilderland,Rt 20,"US Rt 20, 1/2 mi east of NYS Rt 158",,42 43 23.6,73 57 09.45,Suburban,Successional woodlands,n/a,0,1,0,Albany,585754.4549,4730609.192,8/11/2000,1400,42.7232,-73.9526
104,104,EAH,Woodchuck,Marmota monax,Schodack,Rt 20,"US rt 20, 2.5 mi east of Rt 150 jct.","N 42 31 41.4, W73 39 00.58",4709306.5,610875.4,Agriculture/Pastures,Some houses with small woodlots,n/a,0,1,0,Rensselaer,610875.4,4709306.5,8/11/2000,1500,42.52819185,-73.64999925
105,105,EAH,Eastern gray squirrel,Sciurus carolinensis,Mount Hope,Rt 24,"Orange Co Rt 24, 1/4 mi north of Finchville Tpk","Plot on map, just north of above live deer sighting",data_nad27.shp,data_nad27.shp,Suburban,,n/a,0,1,0,Orange,537993.9837,4587430.885,8/14/2000,1555,41.4375498,-74.5452165
106,106,EAH,Striped skunk,Mephitis mephitis,Guilderland,Rt 20,"US Rt 20, 1/2 mi east of NYS Rt 158",,42 43 23.6,73 57 09.45,Suburban,successional woodlands,n/a,0,1,0,Albany,585754.4549,4730609.192,8/14/2000,1355,42.7232,-73.9526
107,107,EAH,Eastern gray squirrel,Sciurus carolinensis,Mount Hope,Rt 24,Orange Co Rt 24 at Mill Lane,,4586865.5,536900.9,Successional woodlots,Some houses,n/a,0,1,0,Orange,536900.9,4586865.5,8/14/2000,1545,41.4325082,-74.55833473
108,108,EAH,White-tailed deer,Odocoileus virginianus,Mount Hope,Rt 24,Orange Co Rt 24 at Finchville Tpk.,Plot on map,data_nad27.shp,data_nad27.shp,"Suburban, spotted in front y",,n/a,1,0,0,Orange,537728.776,4587342.478,8/14/2000,1550,41.43676601,-74.54839643
109,109,EAH,Virginia opossum,Didelphis virginiana,Hyde Park,Rt 9G,"Rt 9G, about .4mi north of Co Rt 40",,4623786.6,590920.6,Residential,SNH,n/a,0,1,0,Dutchess,590920.6,4623786.6,9/30/2000,1820,41.76070906,-73.90625455
110,110,EAH,Virginia opossum,Didelphis virginiana,Hyde Park,Rt 9G,Rt 9G near Deer Hill Rd.,,4629623.6,590977.4,Residential,,n/a,0,1,0,Dutchess,590977.4,4629623.6,9/30/2000,1810,41.81326681,-73.90467695
111,111,EAH,White-tailed deer,Odocoileus virginianus,Hyde Park,Rt 9G,Rt 9G.,Point taken ~20 ft south of the deer,4631092.3,591547,Residential,,n/a,0,1,0,Dutchess,591547,4631092.3,9/30/2000,1806,41.82642728,-73.89759362
112,112,EAH,Common raccoon,Procyon lotor,Hyde Park,Rt 9G,Rt 9G.,,4631092.3,591547,Residential,,n/a,0,1,0,Dutchess,591547,4631092.3,9/30/2000,1803,41.82642728,-73.89759362
113,113,EAH,Woodchuck,Marmota monax,Hyde Park,Rt 9G,Rt 9G.,,4636720.5,593260.5,SNH,old field,n/a,0,1,0,Dutchess,593260.5,4636720.5,9/30/2000,1754,41.87691029,-73.87607651
114,114,EAH,Striped skunk,Mephitis mephitis,Rhinebeck,Rt 9G,"Rt 9G, 1.2 miles south of jct with Rt 308",Plot on map,data_nad27.shp,data_nad27.shp,,,n/a,0,1,0,Dutchess,593360.1618,4641741.869,9/30/2000,1744,41.92211638,-73.87408155
115,115,EAH,Eastern cottontail,Sylvilagus floridanus,Rhinebeck,Rt 308,Rt 308 near jct with Rt 199,,4647162.7,597364,Residential,Ag- corn,n/a,0,1,0,Dutchess,597364,4647162.7,9/30/2000,1732,41.97044661,-73.82490891
116,116,EAH,Virginia opossum,Didelphis virginiana,Milan,Rt 199,1/2 mile west of the skunk of Rt 199,plot on map; 1/2 mile west of #117,data_nad27.shp,data_nad27.shp,,,n/a,0,1,0,Dutchess,599284.8157,4646797.902,9/30/2000,1728,41.96692209,-73.80179291
117,117,EAH,Striped skunk,Mephitis mephitis,Milan,Rt 199,Rt 199,,4646490.2,600026.6,Sparse residential,,n/a,0,1,0,Dutchess,600026.6,4646490.2,9/30/2000,1722,41.96405755,-73.79289499
118,118,EAH,Woodchuck,Marmota monax,Pawling,River Rd.,River Rd at the Co Rt 20 junction,plot on map,data_nad27.shp,data_nad27.shp,sparse residential,ag/fields,n/a,1,0,0,Dutchess,616478.1107,4604461.57,9/30/2000,1300,41.58335931,-73.60265372
119,119,EAH,Eastern chipmunk,Tamias striatus,Amenia,Wassaic MUA,"Wassaic MUA, Tower Hill Road",Get GPS point from jennie,4626489,620561,Oak-Maple forest,,n/a,1,0,0,Dutchess,620561,4626489,9/30/2000,1200,41.7810949,-73.54923843
120,120,EAH,Eastern chipmunk,Tamias striatus,Milan,Lafayetteville MUA,get from jennie,Get GPS from jennie,4647762,605071,jennie,,n/a,1,0,0,Dutchess,605071,4647762,9/30/2000,1500,41.97485336,-73.73180688
121,121,EAH,Common raccoon,Procyon lotor,Washington,Rt 82,"Rt 82, 1/2 mile south of Knight road",plot on map,data_nad27.shp,data_nad27.shp,old field,succ. Shrub,n/a,0,1,0,Dutchess,605427.0813,4632335.506,9/30/2000,1600,41.83589646,-73.7302658
122,122,EAH,Virginia opossum,Didelphis virginiana,Washington,Rt 82,Rt 82 in Millbrook near the IES grounds,,4627319.1,603523.2,"old fields, mowed grass",Succ Shrub,n/a,0,1,0,Dutchess,603523.2,4627319.1,9/30/2000,1538,41.79097577,-73.75406619
123,123,EAH,Common muskrat,Ondatra zibethicus,Washington,Rt 44,Rt 44,"DigCamera- 0049.jpg, identify from photo! No hair on",4628278.1,612660.3,Deciduous forest,Old field,n/a,0,1,0,Dutchess,612660.3,4628278.1,9/30/2000,1400,41.79836592,-73.64394481
124,124,EAH,Virginia opossum,Didelphis virginiana,Washington,Rt 44,"Rt 44 at Co Rt 57, Lithgow",,4631457,614615.7,Residential,old fields,n/a,0,1,0,Dutchess,614615.7,4631457,9/30/2000,1350,41.82670962,-73.61980036
125,125,EAH,Eastern gray squirrel,Sciurus carolinensis,Dover,Rt 22,Rt 22  ~3 miles north of Dover/Pawling town line,,4612050.5,619376.9,"old field, shrubland",residential,n/a,0,1,0,Dutchess,619376.9,4612050.5,9/30/2000,1340,41.65126558,-73.56637552
126,126,EAH,Eastern cottontail,Sylvilagus floridanus,Dover,Rt 22,Rt 22  ~1/2 mile north of Dover/Pawling town line,DigCamera - 0048.jpg- look at photo (new england cot,4608368.1,618618.8,Residential,Succ Shrub/SNH,n/a,0,1,0,Dutchess,618618.8,4608368.1,9/30/2000,1333,41.61822076,-73.57620704
127,127,EAH,Virginia opossum,Didelphis virginiana,Pawling,Rt 22,Rt 22,,4606418.3,617970.5,SNH,"RRTracks, old field",n/a,0,1,0,Dutchess,617970.5,4606418.3,9/30/2000,1326,41.60075984,-73.58437031
128,128,EAH,Virginia opossum,Didelphis virginiana,Newburgh,I 84,"I 84, eastbound side, at the Exit 6 off ramp",plot on map,data_nad27.shp,data_nad27.shp,"mowed grass, road",,n/a,0,1,0,Orange,574057.1588,4596735.789,9/30/2000,1130,41.5188375,-74.11243943
129,129,EAH,Common raccoon,Procyon lotor,Pawling,Rt 22,Rt 22,,4606865.9,618121.4,,,n/a,0,1,0,Dutchess,618121.4,4606865.9,9/30/2000,1320,41.60476796,-73.58247184
130,130,EAH,Virginia opossum,Didelphis virginiana,Pawling,Rt 22,"Rt 22, ~.2 miles south of Quaker Hill Rd.",,4604837.1,617542.4,SNH,"RRTracks, road",n/a,0,1,0,Dutchess,617542.4,4604837.1,9/30/2000,1252,41.58658494,-73.58981594
131,131,EAH,Eastern gray squirrel,Sciurus carolinensis,Ulster,Rt 209,"Rt 209, .5mi south of Rt 28 near Kingston",plot on map,data_nad27.shp,data_nad27.shp,Agriculture,SNH/Floodplain,n/a,0,1,0,Ulster,579261.2925,4644063.675,10/7/2000,900,41.94456673,-74.04377597
132,132,EAH,Eastern gray squirrel,Sciurus carolinensis,Catskill,Rt 23A,Rt 23A just west of Rt 32,,4671337,583309.4,residential,,n/a,0,1,0,Greene,583309.4,4671337,10/8/2000,1540,42.18975053,-73.99106412
133,133,EAH,Virginia opossum,Didelphis virginiana,Catskill,Rt 23A,Rt 23A ~2mi east of Rt 32,,4672304.8,587357.1,SNH,,n/a,0,1,0,Greene,587357.1,4672304.8,10/8/2000,1550,42.19802383,-73.94190615
134,134,EAH,Striped skunk,Mephitis mephitis,Catskill,Rt 23A,Rt 23A ~3 mi east of Rt 32,,4672529,588593.6,SNH,Pine-SNH,n/a,0,1,0,Greene,588593.6,4672529,10/8/2000,1545,42.19990359,-73.92689768
135,135,EAH,Common raccoon,Procyon lotor,Catskill,Rt 23A,Rt 23A ~4.8 mi east of Rt 32,,4672904.6,590362.8,SNH,,n/a,0,1,0,Greene,590362.8,4672904.6,10/8/2000,1550,42.2030833,-73.90541337
136,136,EAH,Common raccoon,Procyon lotor,Catskill,Rt 23,Rt 23 west-bouhnd at CoRd 46,,4679513.4,587809,SNH,,n/a,0,1,0,Greene,587809,4679513.4,10/8/2000,1615,42.26288484,-73.93534312
137,137,EAH,Porcupine,Erethizon dorsatum,Cairo,Rt 23,Rt 23 just west of Rt 23B in Cairo,,4682660.7,583890.8,SNH,residential,n/a,0,1,0,Greene,583890.8,4682660.7,10/8/2000,1622,42.29165681,-73.98238674
138,138,EAH,Virginia opossum,Didelphis virginiana,Greenville,Rt 32,Rt 32 northbound in Greenville at CoRd 35,get county/town,4693697.7,579849.5,"SNH, Succ Shrub",residential,n/a,0,1,0,Greene,579849.5,4693697.7,10/8/2000,1645,42.39146769,-74.02987481
139,139,,Virginia opossum,Didelphis virginiana,Catskill,,Along Rt 32 between Rt23 and CoRd 35,several opossum along road,data_nad27.shp,data_nad27.shp,,,,0,1,0,Greene,583887.8766,4675862.224,10/8/2000,0,42.23043797,-73.98340616
140,140,EAH,Common raccoon,Procyon lotor,Greenville,Rt 81,Rt 81 in Greenville,CHECK EASTING VALUE,4694199,584100.2,old field,,n/a,0,1,0,Greene,584100.2,4694199,10/8/2000,1700,42.3955331,-73.97816581
141,141,EAH,Porcupine,Erethizon dorsatum,Coxsackie,Rt 81,"Rt 81, ~3mi east of the raccoon (index#140)",Use this point to get the raccoon pt. (above),4692235,587521.9,"SNH, Pine-SNH",Wetland,n/a,0,1,0,Greene,587521.9,4692235,10/8/2000,1705,42.37747018,-73.93689675
142,142,EAH,Striped skunk,Mephitis mephitis,Coxsackie,Rt 81,Rt 81 east of Earlton,,4690327.3,592674.3,Hayfields,SNH,n/a,0,1,0,Greene,592674.3,4690327.3,10/8/2000,1710,42.35969523,-73.87463013
143,143,EAH,Virginia opossum,Didelphis virginiana,Coxsackie,Rt 81,"Rt 81, .2 miles east of the skunk (Index#142)","plot on map, .2 miles east of Index#142",data_nad27.shp,data_nad27.shp,Hay fields,SNH,n/a,0,1,0,Greene,592965.856,4690176.427,10/8/2000,1711,42.35830191,-73.87111467
144,144,EAH,Virginia opossum,Didelphis virginiana,Coxsackie,Rt 9W,"Rt 9W, .2mi north of Rt 81",,4691984.2,596243.5,Old field,Succ Shrub,n/a,0,1,0,Greene,596243.5,4691984.2,10/8/2000,1730,42.37418075,-73.83102032
145,145,EAH,Striped skunk,Mephitis mephitis,New Baltimore,Rt 9W,"Rt 9W, in New Baltimore",,4696284.1,597027.6,old field,sparse residential,n/a,0,1,0,Greene,597027.6,4696284.1,10/8/2000,1735,42.41280015,-73.82077387
146,146,EAH,Porcupine,Erethizon dorsatum,New Baltimore,Rt 9W,"Rt 9W, just north of jct with Rt 144",,4698874,597486.4,SNH,,n/a,0,1,0,Greene,597486.4,4698874,10/8/2000,1740,42.4360623,-73.81475976
147,147,EAH,Common raccoon,Procyon lotor,Coeymans,Rt 9W,Rt 9W at Albany/Greene county line,,4701792.5,597236.6,Residential,,n/a,0,1,0,Albany,597236.6,4701792.5,10/8/2000,1745,42.46237195,-73.81730188
148,148,EAH,Eastern gray squirrel,Sciurus carolinensis,Coeymans,Rt 9W,Rt 9W at Mountain Rd in Ravena,plot on map,data_nad27.shp,data_nad27.shp,Urban,,n/a,0,1,0,Albany,597081.3912,4703021.902,10/8/2000,1745,42.47346096,-73.81898121
149,149,EAH,Common raccoon,Procyon lotor,Coeymans,Rt 9W,Rt 9W north of Rt 101 jct.,,4706184.6,596830.7,Quarry/barren,old field with woods beyond,n/a,0,1,0,Albany,596830.7,4706184.6,10/8/2000,1752,42.50196925,-73.82149581
150,150,EAH,Striped skunk,Mephitis mephitis,Bethlehem,Rt 9W,Rt 9W at Rt 32,plot on map,data_nad27.shp,data_nad27.shp,Urban,,n/a,0,1,0,Albany,600129.102,4719417.851,10/8/2000,1810,42.62069818,-73.77903917
151,151,EAH,Virginia opossum,Didelphis virginiana,Brunswick,Rt 2,Rt 2 just esat of Troy at Maple Ave.,,4731741.8,614106.8,Residential,,n/a,0,1,0,Rensselaer,614106.8,4731741.8,10/9/2000,850,42.72970701,-73.60616524
152,152,EAH,White-tailed deer,Odocoileus virginianus,Grafton,Grafton Lakes St Par,Woods at Grafton Lakes State Park,Use Jennie's GPS point from Grafton Lakes,data_nad27.shp,data_nad27.shp,Oak forest,Pine Plantation,n/a,0,0,1,Rensselaer,626587.1211,4738003.29,10/9/2000,920,42.7841177,-73.45236503
153,153,EAH,Eastern chipmunk,Tamias striatus,Petersburg,Rt 2,Rt 2 near Petersburg,,4735459.7,632366.7,SNH,,n/a,0,1,0,Rensselaer,632366.7,4735459.7,10/9/2000,1014,42.7602441,-73.38232781
154,154,EAH,White-tailed deer,Odocoileus virginianus,Petersburg,Rt 2,Rt 2 near Petersburg,deer skeleton found next to chipmunk,4735459.7,632366.7,SNH,,n/a,0,1,0,Rensselaer,632366.7,4735459.7,10/9/2000,1014,42.7602441,-73.38232781
155,155,EAH,White-tailed deer,Odocoileus virginianus,Petersburg,Rt 22,"Rt 22, .5mi south of jct with Rt 2","plot on map, 2 live deer crossing road",data_nad27.shp,data_nad27.shp,Old field,SNH,n/a,1,0,0,Rensselaer,634865.455,4733823.962,10/9/2000,1020,42.74508424,-73.35219261
156,156,EAH,Porcupine,Erethizon dorsatum,Petersburg,Rt 22,Rt 22,,4731824,633836.5,SNH,sparse residential,n/a,0,1,0,Rensselaer,633836.5,4731824,10/9/2000,1025,42.72726108,-73.36523261
157,157,EAH,Virginia opossum,Didelphis virginiana,Berlin,Rt 22,"Rt 22, .7mi south of CoRd38 and CoRd 40",plot on map,data_nad27.shp,data_nad27.shp,Old fields,SNH,n/a,0,1,0,Rensselaer,633719.0099,4726956.28,10/9/2000,1031,42.68346286,-73.36781577
158,158,EAH,Virginia opossum,Didelphis virginiana,Stephentown,Rt 43,"Rt 43, .4mi west of Rt 22",,4712151.3,632998.9,residential,,n/a,0,1,0,Rensselaer,632998.9,4712151.3,10/9/2000,1150,42.55031212,-73.38006108
159,159,EAH,White-tailed deer,Odocoileus virginianus,Sand Lake,Rt 43,"Rt 43/66,1.5 miles west of Rt 66 intersection",plot on map,data_nad27.shp,data_nad27.shp,Residential,Decid. Forest,n/a,0,1,0,Rensselaer,620837.413,4719723.102,10/9/2000,1159,42.62047738,-73.52653433
160,160,EAH,Virginia opossum,Didelphis virginiana,Sand Lake,Rt 66,"Rt 66, just west of where is splits from Rt 43",,4721757.5,619373.2,SNH,"School grounds, mowed lawn",n/a,0,1,0,Rensselaer,619373.2,4721757.5,10/9/2000,1205,42.63902079,-73.54395607
161,161,EAH,Eastern chipmunk,Tamias striatus,Sand Lake,Rt 66,"Rt 66 near Crystal Lake Rd, ~.5 mi east of Rt 43 split",,4722225.7,619042.4,Oak forest,Pine-SNH,n/a,0,1,0,Rensselaer,619042.4,4722225.7,10/9/2000,1206,42.64328709,-73.54789167
162,162,EAH,Common raccoon,Procyon lotor,Poestenkill,Rt 66,"Rt 66, ~.15 mi west of Poestenkill town line",,4723373.2,617337.8,Deciduous woods,Sparse residential,n/a,0,1,0,Rensselaer,617337.8,4723373.2,10/9/2000,1215,42.65387949,-73.56844151
163,163,EAH,Virginia opossum,Didelphis virginiana,Poestenkill,Rt 66,"Rt 66, ~.4 mi west of Poestenkill town line",plot on map,data_nad27.shp,data_nad27.shp,Deciduous woods,Sparse residential,n/a,0,1,0,Rensselaer,616966.9284,4723737.041,10/9/2000,1215,42.65721154,-73.57288998
164,164,EAH,Virginia opossum,Didelphis virginiana,Sand Lake,Rt 66,"Rt 66, ~.1 mi east of Poestenkill town line",,4723152.4,617812.5,SNH/Pine-SNH,,n/a,0,1,0,Rensselaer,617812.5,4723152.4,10/9/2000,1210,42.65181916,-73.56269758
165,165,EAH,Striped skunk,Mephitis mephitis,Poestenkill,Rt 66,Rt 66 at Rt 351,,4724606.6,616271.1,"Mowed lawn, school",Deciduous woods,n/a,0,1,0,Rensselaer,616271.1,4724606.6,10/9/2000,1220,42.66514549,-73.58119921
166,166,EAH,Striped skunk,Mephitis mephitis,Colonie,Rt 7,Rt 7 at jct with Thruway in Latham,plot on map,data_nad27.shp,data_nad27.shp,Urban,,n/a,0,1,0,Albany,601286.4822,4735233.011,10/9/2000,1315,42.76293834,-73.76210447
167,167,EAH,Common raccoon,Procyon lotor,Colonie,Rt 7,"Rt 7, ~1mi west of Thruway 87",,4735003.7,599005.4,SNH woodland,suburban,n/a,0,1,0,Albany,599005.4,4735003.7,10/9/2000,1320,42.76117168,-73.79001728
168,168,EAH,Virginia opossum,Didelphis virginiana,Guilderland,Rt 158,Rt 158 south of Becker Rd,Digital camera: 0069.jpg,4730050.5,582393.3,Oak forest,some houses,n/a,0,1,0,Albany,582393.3,4730050.5,10/9/2000,1359,42.7185375,-73.99372796
169,169,EAH,Woodchuck,Marmota monax,Guilderland,Rt 158,Rt 158 south of Becker Rd,Digital camera: 0074.jpg; 0075.jpg,4730050.5,582393.3,Oak forest,some houses,n/a,0,1,0,Albany,582393.3,4730050.5,10/9/2000,1359,42.7185375,-73.99372796
170,170,EAH,Virginia opossum,Didelphis virginiana,Guilderland,Rt 146,Rt 146 ~1 mi west of Rt 158,,4728735.4,581191.7,sparse residential,Deciduous woods,n/a,0,1,0,Albany,581191.7,4728735.4,10/9/2000,1420,42.70682406,-74.00858949
171,171,EAH,Eastern gray squirrel,Sciurus carolinensis,Knox,Co Rd 252,"Co Rd 252, .2mi south of Rt 156",,4724161.9,573504.3,Decid woodland along road,Residential,n/a,0,1,0,Albany,573504.3,4724161.9,10/9/2000,1440,42.66641607,-74.10303922
172,172,EAH,Virginia opossum,Didelphis virginiana,Knox,Rt 157,Rt 157 just south/east of jct with Rt 157A,,4724556.4,576491.4,Successional Shrub,,n/a,0,1,0,Albany,576491.4,4724556.4,10/9/2000,1500,42.66967711,-74.06653961
173,173,EAH,Striped skunk,Mephitis mephitis,Ulster,Rt 209,Rt 209. .7mi south of Rt 28 near Kingston,plot on map,data_nad27.shp,data_nad27.shp,Agriculture,SNH/Floodplain Forest,n/a,0,1,0,Ulster,578989.3577,4643857.559,10/7/2000,900,41.94273782,-74.04708385
174,174,EAH,Common raccoon,Procyon lotor,Hurley,Rt 209,Rt 209 in Hurley,2 raccoons,4642154.7,577607.8,SNH,,n/a,0,1,0,Ulster,577607.8,4642154.7,10/7/2000,857,41.92753972,-74.06397287
175,175,EAH,Eastern chipmunk,Tamias striatus,Marbletown,Mill Dam Rd,"Mill Dam Rd, off Rt. 209",,4634365,571863.5,Agriculture,Old fields,n/a,0,1,0,Ulster,571863.5,4634365,10/7/2000,912,41.85793106,-74.13419485
176,176,EAH,Eastern gray squirrel,Sciurus carolinensis,Rochester,Rt 209,Rt 209 at Lucas Tpk (CoRd 1),,4627324.1,564969.5,residential,SNH/old fields,n/a,0,1,0,Ulster,564969.5,4627324.1,10/7/2000,935,41.79511609,-74.21801735
177,177,EAH,Virginia opossum,Didelphis virginiana,Wawarsing,Rt 209,"Rt 209, ~.5mi south of jct 209/55/44",2 opossum,4624224,554870.1,sparse residential,agriculture,n/a,0,1,0,Ulster,554870.1,4624224,10/7/2000,1000,41.76795842,-74.33985319
178,178,EAH,Virginia opossum,Didelphis virginiana,Wawarsing,Rt 209,"Rt 209, .8mi south of Kerhonkson near jct 44/55",,4624817.6,557341.5,residential,,n/a,0,1,0,Ulster,557341.5,4624817.6,10/7/2000,950,41.77312992,-74.31006431
179,179,EAH,White-tailed deer,Odocoileus virginianus,Wawarsing,Rt 209,"Rt 209, 1 mi south of Kerhonkson",.2 miles south of the opossum (#178),data_nad27.shp,data_nad27.shp,residential,,n/a,0,1,0,Ulster,556763.8117,4624590.023,10/7/2000,952,41.7711218,-74.31703635
180,180,EAH,Eastern gray squirrel,Sciurus carolinensis,Wawarsing,Rt 209,Rt 209 at Jenny Brook Rd.,plot on map,data_nad27.shp,data_nad27.shp,residential,,n/a,1,0,0,Ulster,553239.4809,4622980.607,10/7/2000,1000,41.75687087,-74.35958147
181,181,EAH,White-tailed deer,Odocoileus virginianus,Wawarsing,Rt 209,"Rt 209, ~.2mi north of split from Rt 55",,4620963.3,551924.1,agriculture,Deciduous forest,n/a,0,1,0,Ulster,551924.1,4620963.3,10/7/2000,1010,41.73878904,-74.37557938
182,182,EAH,Eastern gray squirrel,Sciurus carolinensis,Wawarsing,Rt 209,"Rt 209, .2mi north of split from Rt 55",,4620963.3,551924.1,ag,decid,n/a,0,1,0,Ulster,551924.1,4620963.3,10/7/2000,1011,41.73878904,-74.37557938
183,183,EAH,Virginia opossum,Didelphis virginiana,Wawarsing,Rt 52,"Rt 52, ~2mi west of Ellenville",,4619836.4,547540.7,Deciduous Forest,sparse residential,n/a,0,1,0,Ulster,547540.7,4619836.4,10/7/2000,1015,41.72891382,-74.42837993
184,184,EAH,Virginia opossum,Didelphis virginiana,Wawarsing,Rt 52,Rt 52,,4619494,545586.8,Deciduous forest,,n/a,0,1,0,Ulster,545586.8,4619494,10/7/2000,1025,41.72594439,-74.45189839
185,185,EAH,White-tailed deer,Odocoileus virginianus,Wawarsing,Rt 52,Rt 52,just east of the opossum (#184),4619494,545586.8,deciduous forest,,n/a,0,1,0,Ulster,545586.8,4619494,10/7/2000,1025,41.72594439,-74.45189839
186,186,EAH,Virginia opossum,Didelphis virginiana,Wawarsing,Rt 52,"Rt 52 in Greenfield Pk, Mountaindale Rd",,4619649.9,542412.3,Oak-Maple forest,,n/a,0,1,0,Ulster,542412.3,4619649.9,10/7/2000,1035,41.72752425,-74.4900536
187,187,EAH,Striped skunk,Mephitis mephitis,Wawarsing,Rt 52,Rt 52 just west of Milk Rd,,4622453.8,537392.6,Deciduous forest,old field,n/a,0,1,0,Ulster,537392.6,4622453.8,10/7/2000,1040,41.7530304,-74.55023011
188,188,EAH,Eastern gray squirrel,Sciurus carolinensis,Denning,Rt 47,"Rt 47, 5.8mi north of Round pond Rd",,4648645.8,541522,deciduous forest,old field,n/a,0,1,0,Ulster,541522,4648645.8,10/7/2000,1245,41.98872419,-74.49872244
189,189,EAH,Eastern gray squirrel,Sciurus carolinensis,Lexington,Rt 42,"Rt 42, .5mi north of Greene County line",,4667776.4,548882.8,Sugar Maple forest,,n/a,0,1,0,Greene,548882.8,4667776.4,10/7/2000,1430,42.16059332,-74.40826452
190,190,EAH,Striped skunk,Mephitis mephitis,Lexington,Rt 42,"Rt 42, 4mi north of Greene county line",plot on map no GPS,data_nad27.shp,data_nad27.shp,Mixed: Hemlock-N Hdwd,,,0,1,0,Greene,549906.1491,4672788.914,10/7/2000,1440,42.20567085,-74.39544743
